path1, path2
22000, 87500
67788, 114377
75616, 81525
6958, 67868
131164, 7872
4224, 22372
75699, 19370
36535, 147288
89690, 112675
145634, 81840
29856, 25279
25740, 4884
80362, 2529
147586, 148791
105274, 147294
9635, 141040
933, 44628
123095, 135994
66807, 78900
104949, 149282
13029, 40325
24791, 131679
128792, 123993
21899, 10779
74147, 146297
99105, 58899
132230, 76921
111944, 104530
73205, 51729
79007, 20307
129154, 136762
145982, 91815
48210, 55269
64196, 114464
86925, 136333
149213, 38763
935, 41169
19254, 110983
122598, 104831
7900, 62383
82038, 102462
31493, 118287
17379, 65584
122401, 141951
1281, 45173
32305, 87519
44779, 32709
137440, 73982
104787, 114769
14702, 17253
62666, 101934
66067, 90107
44112, 115051
59068, 100076
29697, 56989
51690, 10513
64945, 285
7260, 123462
37270, 139288
96845, 42779
135332, 81974
116670, 19583
97808, 52270
140891, 76168
105743, 124157
81292, 89392
26949, 54392
137984, 95206
38761, 49035
95210, 10014
10426, 58207
30089, 97348
127121, 38585
20514, 116731
14371, 106795
54748, 93479
80215, 61385
79044, 148750
147164, 36361
113286, 65256
62473, 7051
104100, 76285
50097, 140452
95985, 18878
98692, 72482
117841, 39004
33726, 58055
116960, 121298
2473, 37572
73368, 124804
138470, 148851
36597, 70789
84229, 30358
93683, 81185
59519, 75580
311, 110773
86463, 52143
31059, 107035
94331, 8934
122541, 122080
124503, 113380
124991, 16604
16872, 99802
3912, 60717
54408, 1983
74167, 105654
60925, 59116
41849, 143463
143784, 77964
119366, 66663
110953, 69174
15, 90120
125429, 26757
84200, 59359
27885, 26868
102124, 144750
77637, 6550
4784, 69421
75949, 3056
54357, 27058
3293, 73274
19966, 142961
37984, 131966
145355, 49937
5690, 13796
4611, 97905
18865, 120459
60770, 83776
4654, 144004
136345, 109510
110154, 108918
78353, 144041
40264, 66153
89943, 73285
63394, 137693
77882, 67435
1917, 19766
135338, 58386
106568, 42523
95981, 7721
100123, 38793
64098, 77160
142770, 11279
102260, 93110
82289, 94204
13387, 18602
141380, 58272
91082, 87789
113382, 134827
35135, 45688
125662, 53437
138668, 100617
134167, 52247
66195, 42527
128586, 13881
95817, 44296
62942, 93482
12901, 77503
146867, 94372
46237, 142363
75638, 47696
51226, 52386
29017, 148998
148002, 137886
110078, 11315
52644, 75640
63788, 56574
138309, 117507
97226, 60309
83330, 37534
20267, 91316
73557, 88448
86373, 127132
106141, 149010
87970, 29835
46531, 64239
37983, 48906
105928, 34079
35882, 22577
15567, 12079
147413, 61594
5934, 8003
88726, 31942
48853, 85140
124101, 12126
105183, 73189
131555, 136508
115215, 56255
113291, 85219
29246, 118946
33663, 71015
14563, 44978
8632, 115389
54474, 9771
145566, 44908
119459, 111158
29978, 60076
24367, 91179
44792, 23977
28546, 13356
33408, 124261
123399, 52005
43095, 12539
64255, 20974
22982, 39917
97936, 146063
1582, 111511
104968, 25758
108462, 86291
48437, 90574
77199, 113907
36886, 145213
134161, 143019
99340, 53520
80028, 129184
60287, 133700
113912, 90546
51039, 33029
107175, 14459
136820, 139385
137102, 114964
105772, 51196
102805, 8371
6942, 147212
36249, 123744
14324, 146205
136194, 33022
13394, 136543
107945, 35013
145883, 122329
5671, 145553
22130, 145867
126694, 54581
125386, 7123
40030, 89717
23709, 33276
39428, 50105
85567, 93531
59809, 6810
129253, 37721
90648, 89172
64662, 7838
37280, 72003
82029, 136825
81086, 93172
127392, 31673
55318, 111892
107695, 97978
57142, 80822
37525, 132316
42457, 109162
24176, 123874
97955, 138621
77938, 58907
108164, 113916
116937, 28295
100741, 32073
119462, 70444
54911, 125919
563, 104581
1675, 97934
93996, 77110
76060, 118762
30990, 31254
4977, 26392
629, 124568
144195, 42294
5341, 85881
130711, 55607
121439, 79198
20731, 104366
48904, 78576
104963, 56868
19087, 93265
10045, 11583
24929, 73148
3093, 70671
86541, 12310
140941, 100558
101116, 80631
67249, 122809
101343, 105713
16419, 145505
100602, 85274
38595, 118907
45250, 73589
3550, 98306
1434, 52941
124874, 144228
65292, 82392
14598, 137706
74079, 79671
141044, 15101
47740, 62004
56938, 145893
133525, 80523
6262, 2918
21103, 129464
47967, 144295
24294, 42943
13116, 115116
115805, 29482
10706, 64090
130674, 23520
148940, 126679
86085, 40122
66992, 95855
32725, 112127
60818, 90398
89079, 60647
44765, 40893
116636, 119188
111897, 48493
145223, 48448
147273, 77081
100968, 139743
80292, 5282
6172, 11496
78919, 52097
108227, 113853
64378, 57555
91849, 72816
46113, 73279
65191, 60632
108342, 130161
18687, 130164
2642, 1579
59706, 142026
136802, 111672
135739, 37340
29303, 7091
138995, 86128
5372, 13444
125101, 115349
147285, 32745
14397, 37533
108378, 102144
93528, 53714
50661, 58608
121536, 100004
145228, 83446
90322, 55178
29454, 134981
109476, 14461
135627, 68092
2732, 21386
134010, 45230
77361, 107960
18495, 50995
138913, 7138
17326, 128675
43351, 118390
91993, 91320
117142, 122054
56515, 5052
20325, 135838
15415, 119427
59613, 76602
137354, 78930
37772, 110062
90497, 60778
33644, 97333
2941, 43618
119066, 126027
74609, 132358
129718, 83223
3272, 27621
61136, 106272
101214, 92913
58211, 53206
69920, 56826
100242, 31907
91218, 146715
34385, 73800
131927, 54819
100830, 114523
66951, 87490
23994, 99218
145256, 55128
3177, 144607
34725, 140541
77620, 133449
14414, 10339
9931, 61989
96717, 118961
37239, 131352
49897, 1076
127377, 6033
11248, 67511
82460, 129168
110366, 135175
149683, 130971
97782, 21739
106330, 13146
60665, 31795
119150, 96597
43487, 70301
44845, 19225
17658, 126350
44804, 69410
13913, 139104
85805, 144008
112537, 3286
105045, 60074
136182, 77661
147180, 54887
91457, 143367
100620, 75795
15013, 85966
66241, 149836
22202, 106333
32415, 16233
87078, 82224
131791, 114378
50236, 135718
97306, 92172
149820, 66137
43429, 4171
31006, 36363
142165, 48420
75353, 146325
134339, 61472
13244, 129043
93926, 36306
25423, 52206
10343, 114009
78924, 1006
145442, 121214
136731, 113674
140594, 78151
80452, 7608
83664, 143476
19838, 48653
49182, 108907
105593, 77171
90309, 59589
103855, 82405
86097, 54815
134802, 105836
53142, 8579
23698, 98086
52477, 43369
131313, 108709
26743, 109346
41991, 28897
140796, 120199
98638, 68456
92437, 33492
119754, 60146
120248, 25249
142952, 50561
115824, 46284
32219, 39518
11333, 53096
53239, 139651
10617, 30246
87718, 73438
9218, 132383
144783, 78807
22637, 23537
72828, 112962
80828, 139621
144061, 21230
22430, 119616
125562, 147602
85824, 100793
69224, 69220
75462, 74887
37207, 109922
111760, 54437
41936, 88845
68218, 59404
16908, 45359
76152, 34546
141310, 108836
141394, 55060
75103, 6988
117208, 116245
68400, 109849
65675, 101083
21661, 135633
98106, 88074
87174, 67434
57498, 97140
68736, 104965
53663, 43361
88582, 64375
57803, 85221
59786, 119018
112821, 138240
117612, 113122
44136, 14404
117294, 99261
133675, 104326
39104, 109633
130362, 25922
40017, 41962
76004, 75858
102921, 53940
146270, 134517
87568, 28739
111262, 35643
17190, 79869
86963, 109538
138652, 143527
8237, 114072
68955, 72040
69529, 128194
53058, 113270
30305, 124764
21356, 117118
83089, 89937
139675, 100746
17481, 41492
147660, 40078
111296, 60856
120528, 99302
12136, 127085
17862, 121424
8238, 82576
47106, 145328
83345, 73713
104605, 112294
146724, 137209
58368, 63432
43042, 119156
104683, 125550
56652, 82929
119363, 121024
5681, 44732
88009, 119887
17911, 137064
18013, 114691
99907, 147010
145759, 145779
25189, 35685
77812, 127646
137020, 79209
26452, 136557
28784, 68585
15724, 85833
41737, 112116
15258, 59985
14115, 122456
108656, 104933
41575, 92057
30656, 52625
49959, 61028
47926, 82456
42564, 97241
84364, 3677
149687, 73848
41884, 123620
139967, 148953
28477, 77456
125378, 139295
140105, 120118
40334, 124013
30425, 35405
36591, 76223
26990, 18703
136498, 132391
20783, 149677
112658, 95369
8242, 37095
100951, 21285
78628, 58184
106660, 144810
70145, 109596
143489, 61808
35265, 143356
14032, 123452
104035, 140714
8446, 115039
11370, 61958
55504, 55820
25654, 30808
89529, 52257
96224, 91907
138494, 38362
74764, 13684
115485, 131759
55045, 57028
90578, 135503
15520, 149083
8166, 17861
118375, 81228
147752, 103347
57317, 14573
22780, 52240
2460, 122011
4203, 81673
7112, 14922
41324, 16595
117144, 60016
149744, 10501
9957, 15322
29163, 95614
65378, 72409
24436, 86729
21057, 86102
116406, 106779
96740, 15291
106016, 70339
23379, 133254
90956, 81018
80110, 120857
109888, 129997
88093, 31734
69140, 110926
31572, 77798
78893, 119639
18109, 41887
99022, 129909
16878, 119782
58314, 30766
132431, 146009
98686, 118679
110905, 13053
28370, 25887
48016, 52719
109548, 130772
114173, 44284
19089, 135623
86700, 51531
126444, 20065
57144, 22865
105540, 126850
47783, 99695
95535, 56288
36838, 13614
26531, 104564
73805, 21481
5039, 146721
27771, 139991
137265, 37717
22448, 76948
66732, 96637
129434, 55222
48919, 27479
96598, 89551
33782, 52035
109759, 23825
103214, 3244
72613, 73673
82203, 95925
96000, 18560
147956, 147218
85103, 130452
21310, 16826
144619, 22256
61386, 142511
26075, 57520
41264, 56061
148428, 111578
29849, 138908
109226, 63867
148245, 103082
33366, 149880
18566, 69979
35622, 69493
76684, 70528
28596, 34359
29545, 110008
34696, 6657
12409, 16282
100041, 52683
25743, 2575
65790, 119673
80015, 45970
2118, 123581
35327, 29183
91291, 70503
110117, 111371
23462, 65935
70586, 52101
79838, 145879
122405, 29938
40482, 39779
111252, 140404
82450, 73228
53445, 136827
31654, 86460
53001, 121342
97642, 119697
130439, 114711
35849, 68501
58592, 44657
114491, 3965
6122, 64431
114908, 11528
127180, 7429
122716, 76686
145244, 15623
97115, 128032
13453, 38615
133407, 80281
146865, 94130
33849, 122821
91197, 52487
86726, 7978
11023, 14891
122094, 87512
48253, 129668
63435, 61425
144993, 80532
124432, 108726
133211, 21973
40410, 137904
41842, 73465
62814, 134813
2658, 69832
81846, 30469
4658, 33056
138935, 80291
95470, 135129
21772, 78421
111782, 115995
124772, 34796
103791, 126884
71096, 80330
99076, 85424
129996, 35968
6048, 43663
31799, 36491
18746, 63236
121027, 128249
111323, 30879
7308, 46085
133188, 34197
7690, 148207
92679, 123992
128999, 41744
75512, 112617
70504, 111027
142000, 81457
2317, 54757
149929, 9006
1772, 36998
119617, 23996
34412, 53448
121884, 116613
21391, 138738
132323, 132904
28927, 72027
41345, 93896
63073, 68823
89885, 141609
125809, 138282
85681, 55779
14691, 111001
58223, 45291
143316, 14605
130596, 102831
97117, 95010
47271, 136022
97760, 70610
114400, 88454
139404, 50799
64649, 45793
22462, 2877
43775, 70063
85365, 140533
10829, 103144
102762, 25265
50844, 22029
146680, 122827
1866, 31229
9002, 63355
78785, 33272
81765, 93046
136661, 36510
50248, 3709
3067, 87222
73625, 35993
12206, 99320
143200, 109509
127249, 54310
60863, 14086
48188, 100919
26492, 29556
52906, 110839
37595, 149448
89841, 131052
16073, 57539
113589, 31878
149311, 120095
145439, 94034
14634, 66225
72305, 120668
148308, 137474
130043, 5710
116439, 36265
123179, 134456
52526, 36776
45218, 2150
62836, 95302
100459, 113339
134563, 41556
53499, 129282
95196, 70045
105552, 84016
107611, 120498
90100, 55236
7575, 40437
87680, 63305
117148, 93477
42372, 110985
50683, 79924
84938, 114006
116150, 115838
135861, 56681
119005, 74125
131911, 99064
131356, 53226
24315, 51940
68759, 55571
100332, 40311
5080, 66933
144773, 32867
38856, 54266
21266, 102619
1127, 78848
137060, 144262
107944, 74815
99325, 98416
31913, 134418
89886, 27132
19550, 106030
74776, 82197
85468, 133979
28328, 34114
16798, 118171
41904, 132506
552, 13237
31988, 145306
99272, 59408
92524, 40381
5260, 84958
92112, 130621
147759, 12208
77808, 87147
111092, 44473
94968, 139952
62225, 22228
55002, 124346
148430, 107199
136821, 127420
141809, 127435
24106, 73814
15752, 103816
46642, 79658
135983, 40446
23306, 34933
73142, 124909
110866, 59251
131370, 23276
78091, 49899
101694, 119849
6142, 73797
114105, 30402
128733, 27448
132060, 8910
98902, 47338
105826, 53081
33817, 3914
35209, 135322
125035, 89355
126019, 73236
116521, 69191
116978, 8794
43388, 41539
141840, 65287
118891, 114287
129273, 108714
100854, 146869
52993, 136981
100720, 87945
88877, 5906
121777, 137407
27640, 83763
41245, 6231
47951, 81133
36202, 97173
42912, 31075
118949, 27857
106345, 57632
11605, 83685
24423, 104737
135779, 23279
50403, 65897
139791, 79531
97567, 32597
105736, 23135
45469, 41060
80757, 63299
143981, 47248
15571, 15424
129180, 127261
70882, 123162
145565, 2476
133394, 118792
59024, 6168
116525, 31475
7941, 8575
112759, 134415
22234, 45968
142545, 21449
3838, 98291
110323, 14904
15560, 69398
119780, 73542
125914, 51985
45153, 66058
147404, 114355
48182, 21862
6968, 137050
127190, 82266
137546, 101487
85850, 2646
61848, 18967
82571, 93203
105734, 137654
109267, 90661
101348, 80319
4059, 140161
27454, 98613
124578, 134515
106109, 98380
5416, 42701
108845, 112836
38401, 129490
51292, 7844
103129, 6141
79365, 21418
132053, 85382
98642, 98805
2318, 70904
42665, 1173
130340, 82116
39562, 12335
15774, 89710
41772, 144674
126017, 31446
53316, 19411
29658, 71973
37343, 113390
92944, 87951
51008, 53373
52029, 90370
73578, 120267
82096, 6197
87929, 92640
31775, 79754
120577, 145241
23778, 122751
31546, 123585
35158, 102383
46288, 61128
39539, 118889
39614, 113350
130307, 45172
83298, 33178
55286, 34290
148003, 126787
72696, 117895
53282, 124674
118829, 2974
6626, 110854
76421, 15893
66248, 80191
89624, 6757
73658, 9376
88931, 13346
23386, 141049
94913, 138203
72841, 59886
120878, 134171
21044, 15600
114071, 12859
89784, 51550
126, 69395
3428, 130661
116523, 18436
140402, 21169
97426, 4709
66301, 50957
141912, 91348
84713, 110656
117915, 105608
70919, 35118
10910, 124443
36829, 80676
43002, 49458
70232, 82363
121592, 88821
83146, 134825
18440, 141628
129256, 83168
114851, 132561
42696, 121353
77720, 61677
43921, 118060
105145, 41425
50114, 50079
23140, 133763
35766, 129309
19168, 1038
21358, 93375
36754, 76050
70099, 78831
22881, 5625
7465, 48688
99247, 106998
32503, 31243
124617, 7769
17613, 40619
119524, 8617
109068, 144204
36845, 90354
7732, 57924
122100, 144292
36229, 85724
13338, 61140
91213, 5385
67291, 40374
83086, 99194
94864, 93675
27877, 84997
53113, 11936
29304, 16511
41003, 2221
97585, 44207
1451, 130160
78321, 124215
145456, 75745
13214, 134381
94966, 144273
126254, 36821
1169, 28028
44635, 17980
65539, 40645
19999, 21686
51131, 25630
56218, 94125
5533, 64029
69911, 16917
119480, 11443
75629, 21560
80882, 72217
55257, 139932
12479, 107195
63247, 107687
18631, 126663
71955, 58413
66043, 9505
149170, 16755
4742, 25032
31607, 25741
8938, 115769
30421, 80609
90600, 23549
40682, 94348
115914, 42845
4895, 126517
56187, 27271
53179, 136889
116827, 83807
67888, 111033
62539, 85298
83076, 120958
6271, 20230
12363, 134674
118239, 34207
65781, 72648
148376, 69004
9865, 14902
144654, 89253
86122, 139551
146320, 45333
142194, 23118
123950, 148368
63266, 66508
134375, 64500
11755, 34650
147354, 87040
31195, 18316
97225, 38449
115517, 143730
138836, 146764
107878, 81603
99759, 103672
47322, 7564
121597, 119093
5490, 149723
119823, 1296
71633, 65562
117769, 82261
116241, 85686
100860, 18992
111691, 71842
43115, 71177
91627, 108141
26720, 66292
7854, 13240
12541, 133377
41866, 13308
46314, 34517
38250, 5014
110896, 51748
2968, 149717
50808, 54252
116696, 18374
112317, 87117
28636, 99608
84868, 103915
135972, 140029
11087, 125240
69084, 77262
59054, 36493
72930, 61772
3898, 138187
2260, 117275
149816, 112310
44692, 89234
87457, 109600
42345, 16916
77925, 3248
109586, 107384
87433, 134405
131711, 103569
113233, 119117
78597, 134316
113170, 148624
83540, 7344
112357, 52714
8425, 97448
132502, 96582
112838, 121127
2895, 32368
53565, 99128
52439, 34071
94150, 107094
95586, 9665
76039, 2351
29278, 88890
60916, 13096
15376, 47195
100198, 10115
14342, 37510
89304, 65209
142725, 129408
24438, 27246
144664, 22253
46462, 754
102893, 110142
38708, 72100
26315, 149086
8720, 142795
132176, 117082
140950, 100578
78520, 94539
86089, 116129
91078, 131889
36539, 101114
74388, 87732
142306, 14604
18544, 135431
63865, 80387
17329, 24295
120619, 130851
47570, 83040
36660, 23909
80349, 118176
52721, 119131
134906, 39954
142878, 39663
98673, 25644
30792, 15416
18365, 114103
14518, 141216
139236, 28125
2772, 99618
128477, 82387
112478, 16930
133371, 37449
143879, 106350
126192, 94262
99242, 128654
26434, 103191
44083, 38131
118540, 87799
103520, 89502
148850, 71477
55765, 56140
16083, 114582
125525, 108661
112269, 101417
76741, 71818
35812, 60422
93188, 31293
38219, 72454
22585, 93850
116468, 117075
81762, 149520
106974, 67825
83278, 65058
34158, 139501
126463, 85344
9991, 17331
11283, 26467
23918, 124625
39587, 31711
83932, 63424
140253, 70917
134473, 36870
139827, 72939
130077, 55293
38520, 96764
66142, 64757
45718, 112793
